Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Running_Hours,Vibration_RMS_mm_s,Status,Label,Reason
45.33,77.68,2.91,0.261,2753.5,3.72,Warning,1,Service interval warning (2000-3000 hrs)
40.27,60.86,2.82,0.163,1252.4,2.4,Normal,0,None
34.9,80.29,3.11,0.037,1914.4,0.21,Normal,0,None
28.8,83.95,3.1,0.084,1224.9,5.69,Warning,1,Vibration in warning range (4-7 mm/s)
27.54,69.12,2.54,0.037,1339.4,0.79,Warning,1,Line pressure low warning (2.4-2.8 bar)
52.03,87.36,3.11,0.116,830,0.54,Normal,0,None
28.73,81.56,2.57,0.03,1175.3,1.71,Warning,1,Line pressure low warning (2.4-2.8 bar)
48.45,60.43,3.17,0.086,1784.4,0.3,Normal,0,None
28.18,76.45,2.52,0.16,741.4,1.27,Warning,1,Line pressure low warning (2.4-2.8 bar)
30.35,89.49,3.54,0.029,1798.7,3.39,Warning,1,Line pressure high warning (3.2-3.6 bar)
34.76,64.63,2.43,0.051,188.5,2.76,Warning,1,Line pressure low warning (2.4-2.8 bar)
2.75,86.94,2.35,0.147,2885,2.01,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
48.83,64.93,2.91,0.009,1316.9,2.63,Normal,0,None
44.34,63.69,2.42,0.187,451.4,3.56,Warning,1,Line pressure low warning (2.4-2.8 bar)
48.28,66.26,2.98,0.214,1035.6,1.18,Normal,0,None
47.5,68.47,3.16,0.119,1007.2,0.5,Normal,0,None
28.87,62.7,3.23,0.296,2286.3,3.84,Warning,1,Service interval warning (2000-3000 hrs)
61.47,92.15,2.72,0.318,2161.8,3.52,Warning,1,Multiple parameters in warning range
32.15,95.36,2.91,0.273,712.2,1.3,Warning,1,Oil temperature in warning range (90-105°C)
26.69,62.3,2.85,0.325,691.3,0.03,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
50.57,69.91,2.86,0.057,290.6,3.33,Normal,0,None
43.98,82.33,3.04,0.436,752.3,2.77,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
59.17,65.46,3.1,0.021,1508.4,2.49,Normal,0,None
68.6,99.58,3.01,0.302,2340.7,4.6,Warning,1,Multiple parameters in warning range
57.05,66.89,3.04,0.094,172.9,1.19,Normal,0,None
47.51,72.47,3.07,0.01,1857.6,2.65,Normal,0,None
59.08,65.98,3.19,0.154,439.6,2.72,Normal,0,None
63.08,65.07,3.17,0,897.6,0.93,Warning,1,Motor current in warning range (60-70A)
70.49,99.9,2.62,0.212,1419.8,5.29,Critical,2,Motor current critical (>70A)
63.27,80.86,2.91,0.068,140.7,1.96,Warning,1,Motor current in warning range (60-70A)
48.4,88.49,2.85,0.099,664.1,1.05,Normal,0,None
26.08,89.12,2.75,0.149,1224.7,2.97,Warning,1,Line pressure low warning (2.4-2.8 bar)
52.38,82.75,2.74,0.026,392.1,1.19,Warning,1,Line pressure low warning (2.4-2.8 bar)
30.8,96.43,3.16,0.281,1864.7,4.01,Warning,1,Oil temperature in warning range (90-105°C)
51.99,88.28,3.01,0.074,258.6,2.03,Normal,0,None
57.58,88.62,3.53,0.034,297.6,3.82,Warning,1,Line pressure high warning (3.2-3.6 bar)
26.6,87.98,2.85,0.3,2709.4,2.1,Warning,1,Service interval warning (2000-3000 hrs)
26.94,72.59,3.55,0.053,1592.7,2.29,Warning,1,Line pressure high warning (3.2-3.6 bar)
72.65,103.65,3.19,0.234,2945,6.96,Critical,2,Bearing/Alignment issue (High current + High vibration)
57.99,72.95,3.51,0.104,889.8,2.06,Warning,1,Line pressure high warning (3.2-3.6 bar)
50.06,62.49,3.39,0.074,231.6,2.37,Warning,1,Line pressure high warning (3.2-3.6 bar)
71.88,64.77,3.49,0.272,1655.5,7.15,Critical,2,Bearing/Alignment issue (High current + High vibration)
33.59,75.17,3.11,0.045,194.6,1.68,Normal,0,None
74.88,108.43,2.69,0.008,2288.9,5.95,Critical,2,Oil temperature critical (>105°C)
42.1,69.43,3.07,0.043,1594.9,1.8,Normal,0,None
32.07,78.48,3.19,0.219,1294.4,2.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
58.13,92.17,3.41,0.666,3566.4,7.21,Critical,2,Service critical (>3000 hrs) - Service required
31.96,105.35,1.84,0.448,753,2.54,Critical,2,Line pressure critically low (<2.4 bar)
40.23,85.82,3.12,0.362,3877.8,7.67,Critical,2,Service critical (>3000 hrs) - Service required
36.68,99.59,2.96,0.441,3510.6,7.87,Critical,2,Service critical (>3000 hrs) - Service required
58.98,89.99,3.24,0.331,2233.1,3.84,Warning,1,Multiple parameters in warning range
71.02,97.53,2.33,0.125,1826.1,0.95,Critical,2,Air leak/Airend wear (High current + Low pressure)
34.68,76.07,3.07,0.114,299.9,0.93,Normal,0,None
28.67,88.1,3.07,0.157,312.2,3.35,Normal,0,None
73.82,64.12,3.11,0.484,206.7,4.14,Critical,2,Motor current critical (>70A)
38.96,75.51,2.86,0.244,631.5,0.23,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
33.27,84.34,2.83,0.046,179.9,2.72,Normal,0,None
48.77,73.43,3.13,0.082,801.3,3.78,Normal,0,None
65.74,102.43,3.22,0.443,932.4,6.98,Critical,2,Bearing/Alignment issue (High current + High vibration)
34.2,62.52,2.86,0.177,1097,3.13,Normal,0,None
58.02,90.16,3.1,0.254,590.2,0.55,Warning,1,Oil temperature in warning range (90-105°C)
48.13,64.29,2.86,0.187,655.7,1.33,Normal,0,None
35.07,77.71,3.22,0.046,1540.3,6.12,Warning,1,Vibration in warning range (4-7 mm/s)
29.45,80.2,3.05,0.029,1366.2,1.33,Normal,0,None
41.11,64.95,2.95,0.175,547.2,3.22,Normal,0,None
45.91,91.58,2.86,0.278,56.7,0,Warning,1,Oil temperature in warning range (90-105°C)
64.14,70.31,2.9,0.116,170.1,3.74,Warning,1,Motor current in warning range (60-70A)
44.53,60.03,2.87,0.124,2446.5,5.08,Warning,1,Service interval warning (2000-3000 hrs)
63.53,75.83,2.94,0.086,370,1.99,Warning,1,Motor current in warning range (60-70A)
70.95,106.89,3.18,0.486,40.6,1.14,Critical,2,Filter choking (High temperature + High ΔP)
55.6,82.85,2.87,0.159,1236.9,3.31,Normal,0,None
56.62,89.16,2.85,0.255,1884.2,3.45,Warning,1,Multiple parameters in warning range
28.48,76.34,3,0.075,290,0.29,Normal,0,None
32.35,84.99,3.39,0.016,1144,0.7,Warning,1,Line pressure high warning (3.2-3.6 bar)
69.78,88.76,3.31,0.324,2096.3,3.27,Warning,1,Multiple parameters in warning range
51.17,83.66,3.08,0.073,83.7,3.64,Normal,0,None
30.48,91.05,2.66,0.432,1529.7,8.25,Critical,2,Vibration critical (>7 mm/s)
41.47,68.93,2.9,0.309,1640.3,2.42,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
61.61,96.18,2.64,0.19,1892,9.05,Critical,2,Vibration critical (>7 mm/s)
42.32,69.22,3,0.101,806.1,0.25,Normal,0,None
26.93,71.39,2.68,0.14,1561.2,3.82,Warning,1,Line pressure low warning (2.4-2.8 bar)
31.16,62.4,3.17,0.151,1025.9,0.96,Normal,0,None
41.64,67.29,3.08,0.204,2704.5,3.72,Warning,1,Service interval warning (2000-3000 hrs)
30.79,74.11,3.15,0.053,1427.9,3.79,Normal,0,None
2.69,74.54,2.52,0.298,1943.5,0.35,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
69.9,102.62,2.7,0.172,2445.4,3.5,Warning,1,Multiple parameters in warning range
43.58,86.11,2.91,0.077,1218.3,1.11,Normal,0,None
62.98,75.43,2.88,0.168,1509.7,2.06,Warning,1,Motor current in warning range (60-70A)
42.05,72.87,3.41,0.177,1618.6,0.16,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.91,62.71,2.87,0.158,1784.6,0.46,Normal,0,None
53.61,95.34,3.1,0.173,1211.1,2.36,Warning,1,Oil temperature in warning range (90-105°C)
38.49,68.1,3.15,0.101,531.8,6.51,Warning,1,Vibration in warning range (4-7 mm/s)
57.42,87.76,3.09,0.197,1425.9,0.64,Normal,0,None
42,86.78,3.03,0.256,986.2,1.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
44.58,83.16,3.19,0.114,1859.1,0.68,Warning,1,Line pressure high warning (3.2-3.6 bar)
51.37,76.88,2.84,0.109,1093.4,0.06,Normal,0,None
41.52,85.17,3.06,0.04,1415.3,0.49,Normal,0,None
37.91,100.91,3.43,0.56,2968.7,2.05,Critical,2,Filter choked (ΔP >0.5 bar)
27.35,84.43,3.04,0.01,228,0.97,Normal,0,None
66.63,96.43,2.77,0.286,1783.4,5.42,Warning,1,Multiple parameters in warning range
37.19,79.96,3.06,0.061,339.5,2.32,Normal,0,None
44.29,75.88,2.66,0.503,3063.6,4.23,Critical,2,Service critical (>3000 hrs) - Service required
35.4,85.33,2.95,0,1986.1,1.76,Normal,0,None
59.43,85.98,2.77,0.063,737.2,0.76,Warning,1,Line pressure low warning (2.4-2.8 bar)
36.76,70.03,2.98,0.06,408.5,2.69,Normal,0,None
46.69,80.79,3.16,0.041,1754.7,2.3,Normal,0,None
49.48,88.25,3.17,0.141,835.3,2.1,Normal,0,None
43.17,86.69,2.85,0.011,1523.3,1.71,Normal,0,None
64.24,77.15,3.19,0.17,774.9,2.45,Warning,1,Motor current in warning range (60-70A)
49.8,88.41,2.58,0.165,1218.6,0,Warning,1,Line pressure low warning (2.4-2.8 bar)
39.28,82.79,3.13,0.137,1286,1.86,Normal,0,None
32.96,76.53,3.11,0.023,1414.6,0.61,Normal,0,None
34.93,61.93,3.08,0.076,869.3,3.91,Normal,0,None
39.36,62.28,2.89,0.179,2175.8,4.62,Warning,1,Service interval warning (2000-3000 hrs)
68.17,102.74,2.74,0.402,1585.9,4.26,Warning,1,Multiple parameters in warning range
55.86,66.11,3.1,0.217,2339.9,4.84,Warning,1,Service interval warning (2000-3000 hrs)
33.5,62.06,3.05,0.414,1972.7,3.77,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
34.03,86.39,3.11,0.178,1721.3,0.82,Normal,0,None
59.81,79.42,3.03,0.335,260.4,2.75,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
37.48,100.08,1.95,0.328,39,1.19,Critical,2,Line pressure critically low (<2.4 bar)
26.22,68.86,3.57,0.052,1731,1.51,Warning,1,Line pressure high warning (3.2-3.6 bar)
47.81,75.31,3.19,0.141,1609.1,6.37,Warning,1,Vibration in warning range (4-7 mm/s)
4.69,81.23,2.34,0.106,1067.6,3.68,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
30.43,104.1,3.71,0.246,1159.9,6.19,Critical,2,Line pressure critically high (>3.6 bar)
42.69,66.84,2.83,0.291,859.2,0.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
47.41,83.05,3.16,0.473,1234,7.57,Critical,2,Vibration critical (>7 mm/s)
37.96,85.34,2.96,0.077,514.5,1.84,Normal,0,None
53.66,64.13,3.04,0.167,1209.1,5.46,Warning,1,Vibration in warning range (4-7 mm/s)
30.61,70.04,3.02,0.076,1729.9,0.62,Normal,0,None
42.39,82.49,2.94,0.063,25,0.38,Normal,0,None
47.1,69.65,3.3,0.069,700.9,0.28,Warning,1,Line pressure high warning (3.2-3.6 bar)
43.28,77.91,3.09,0.053,1037.9,5.4,Warning,1,Vibration in warning range (4-7 mm/s)
54.12,96.76,3.15,0.156,1225.3,3.51,Warning,1,Oil temperature in warning range (90-105°C)
49.27,59.88,2.81,0.253,1234.1,3.91,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
65.6,77.4,3.01,0.327,1040.1,9.34,Critical,2,Bearing/Alignment issue (High current + High vibration)
68.23,90.24,2.95,0.047,942.7,2.96,Warning,1,Motor current in warning range (60-70A)
36.74,64.51,3.15,0.026,1358.9,2.69,Normal,0,None
67.61,77.86,3.04,0.156,1191.8,1.21,Warning,1,Motor current in warning range (60-70A)
45.66,70.24,3.04,0.327,1974.1,0.84,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
42.57,80.78,2.99,0.041,134.7,1.61,Normal,0,None
35.44,82.99,3.06,0.181,2330.3,2.92,Warning,1,Service interval warning (2000-3000 hrs)
30.15,77.01,3.09,0.118,128.6,2.25,Normal,0,None
28.11,88.53,2.54,0.179,269.9,0.62,Warning,1,Line pressure low warning (2.4-2.8 bar)
64.47,81.69,3.04,0.15,297.5,0.97,Warning,1,Motor current in warning range (60-70A)
34.46,61.1,2.89,0.12,1602.1,0.82,Normal,0,None
62.58,105.69,3.3,0.319,1750.3,5.36,Warning,1,Multiple parameters in warning range
64.19,90.82,3.22,0.383,1942,4.72,Warning,1,Multiple parameters in warning range
51.97,61.3,2.85,0.142,617.9,5.74,Warning,1,Vibration in warning range (4-7 mm/s)
25.47,72.55,2.98,0.167,894.3,3.35,Normal,0,None
27.87,87.15,3.07,0.11,146.4,3.46,Normal,0,None
29.51,70.19,2.91,0.088,1723.2,5.04,Warning,1,Vibration in warning range (4-7 mm/s)
71.75,90.72,2.58,0.413,2923.7,0.35,Critical,2,Motor current critical (>70A)
7.3,64.46,2.66,0.017,2108.4,2.54,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
61.04,80.36,3.02,0.1,1032.8,3.77,Warning,1,Motor current in warning range (60-70A)
70.05,60.51,2.87,0.021,1073.2,2.77,Warning,1,Motor current in warning range (60-70A)
36.79,64.97,2.88,0.036,634.5,3.42,Normal,0,None
45.66,67.61,3.22,0.131,1803.1,3.01,Warning,1,Line pressure high warning (3.2-3.6 bar)
75.1,106.46,2.52,0.757,2149.3,5.8,Critical,2,Filter choking (High temperature + High ΔP)
61.14,100.32,2.54,0.574,1985.2,4.19,Critical,2,Filter choking (High temperature + High ΔP)
55.72,69.23,3.01,0.164,1565.1,3.29,Normal,0,None
52.87,67.6,3.15,0.153,1774.4,0.64,Normal,0,None
55.3,96.68,3.17,0.245,1058.7,3.69,Warning,1,Oil temperature in warning range (90-105°C)
50.96,77.92,2.98,0.172,508.2,0.06,Normal,0,None
48.46,81.9,2.95,0.379,1836.4,3.85,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
56.07,95.36,2.83,0.282,1812.9,5.36,Warning,1,Multiple parameters in warning range
37.27,61.01,3.04,0.152,1593.1,3.94,Normal,0,None
52.9,64.74,3.5,0.051,1010.1,0.85,Warning,1,Line pressure high warning (3.2-3.6 bar)
25.53,91.19,2.85,0.291,613.7,2.08,Warning,1,Oil temperature in warning range (90-105°C)
61.61,85.41,2.97,0.037,1794,3.46,Warning,1,Motor current in warning range (60-70A)
55.19,83.98,2.86,0.113,260.1,3.12,Normal,0,None
45.38,75.66,3.48,0.14,768.4,1.63,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.07,78.21,2.96,0.281,2268.9,4.41,Warning,1,Service interval warning (2000-3000 hrs)
25.91,69.39,2.88,0.15,1407.1,1.86,Normal,0,None
55.1,76.42,3.03,0.312,5.2,7.3,Critical,2,Vibration critical (>7 mm/s)
36.77,88.11,3.26,0.015,1533.2,0.48,Warning,1,Line pressure high warning (3.2-3.6 bar)
43.3,74.08,2.87,0.127,606.7,2.65,Normal,0,None
30.2,62.98,3.65,0.175,1434.5,2.62,Critical,2,Line pressure critically high (>3.6 bar)
5.05,79.68,2.1,0.264,416.1,2.17,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
61.5,73.75,2.92,0.059,359.3,3.51,Warning,1,Motor current in warning range (60-70A)
73.49,102.88,1.96,0.212,1809.4,4.05,Critical,2,Air leak/Airend wear (High current + Low pressure)
33.09,77.4,2.79,0.098,166.9,0.06,Normal,0,None
26.97,85.69,2.95,0.063,455.5,3.68,Normal,0,None
30.27,70.82,3.06,0.207,1741.1,3.15,Normal,0,None
33.46,71.98,2.51,0.17,1421.8,3.87,Warning,1,Line pressure low warning (2.4-2.8 bar)
66.18,78.68,2.9,0.154,636.4,0.47,Warning,1,Motor current in warning range (60-70A)
61.87,86.93,3.28,0.486,800.4,8.97,Critical,2,Vibration critical (>7 mm/s)
30.58,89.3,3.14,0.225,70.9,1.99,Warning,1,Oil temperature in warning range (90-105°C)
52.42,69.64,3.11,0.239,2089.3,4.5,Warning,1,Service interval warning (2000-3000 hrs)
37.16,83.08,3.02,0.216,1204.6,2.07,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
41.98,61.46,3.12,0.184,1629,4.63,Warning,1,Vibration in warning range (4-7 mm/s)
53.75,70.54,2.95,0.187,1023.9,0.18,Normal,0,None
36.62,88.61,3.07,0.078,422.2,2.04,Normal,0,None
53.11,73.93,2.85,0.158,1670.1,1.32,Normal,0,None
55.98,83.64,3.59,0.184,1974.7,3.24,Warning,1,Line pressure high warning (3.2-3.6 bar)
38.12,87.25,3.09,0.309,815.2,0.84,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
43.82,65.49,3.45,0.779,555.4,5.5,Critical,2,Filter choked (ΔP >0.5 bar)
39.88,73.14,3.12,0.137,791.1,2.83,Normal,0,None
31.53,68.72,3.08,0.011,629.9,5.14,Warning,1,Vibration in warning range (4-7 mm/s)
54.05,75.81,3.58,0.403,2284.8,2.63,Critical,2,Line pressure critically high (>3.6 bar)
52.38,63.79,2.92,0.095,1877,1.38,Normal,0,None
54.56,71.79,3.02,0.196,2812.6,2.53,Warning,1,Service interval warning (2000-3000 hrs)
48.72,66.48,1.97,0.168,2346.1,6.29,Critical,2,Line pressure critically low (<2.4 bar)
48.02,75.44,2.9,0.197,1063.5,2.26,Normal,0,None
26.85,100.32,3.2,0.544,411.8,5.51,Critical,2,Filter choking (High temperature + High ΔP)
33.15,92.37,2.81,0.282,1129.3,0.3,Warning,1,Oil temperature in warning range (90-105°C)
30.63,64.03,2.92,0,439.8,4.32,Warning,1,Vibration in warning range (4-7 mm/s)
67.75,99.16,3.2,0.388,1797.9,5.92,Warning,1,Multiple parameters in warning range
56.36,92.65,2.55,0.254,2057,3.77,Warning,1,Multiple parameters in warning range
31.26,72.04,2.91,0.09,1504.5,2.1,Normal,0,None
51.15,95.5,3.19,0.262,1810.5,3.6,Warning,1,Oil temperature in warning range (90-105°C)
63.51,82.3,3.14,0.063,1169.7,0.25,Warning,1,Motor current in warning range (60-70A)
29.34,76.5,3.67,0.293,776.1,3.99,Critical,2,Line pressure critically high (>3.6 bar)
32.49,61.6,3.11,0.065,515,3.56,Normal,0,None
53.14,71.56,3.04,0.297,1947.9,3.09,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
73.71,61.71,2.74,0.334,655,8.21,Critical,2,Bearing/Alignment issue (High current + High vibration)
52.45,76.2,2.88,0.046,1707.3,2.52,Normal,0,None
65.4,85.02,3.29,0.34,2287.3,4.01,Warning,1,Multiple parameters in warning range
26.81,69.22,3.12,0.173,1979.6,3,Normal,0,None
49.43,76.22,3.07,0.078,54.6,2.38,Normal,0,None
47.84,70.48,2.98,0.644,3847.1,7.08,Critical,2,Service critical (>3000 hrs) - Service required
41.56,73.28,2.87,0.084,1577.3,1.35,Normal,0,None
28.46,78.72,3.11,0.262,2907.8,3.79,Warning,1,Service interval warning (2000-3000 hrs)
58.25,74.81,2.93,0.12,2759.2,3.33,Warning,1,Service interval warning (2000-3000 hrs)
58.41,106.14,2.67,0.277,1822.2,4.85,Warning,1,Multiple parameters in warning range
32.73,73.99,2.86,0.041,1004.8,0.05,Normal,0,None
27.36,67.71,2.03,0.065,284.4,3.51,Critical,2,Line pressure critically low (<2.4 bar)
37.05,83.54,3.18,0,272.5,5.82,Warning,1,Vibration in warning range (4-7 mm/s)
32.11,68.34,3.01,0.138,569.7,6.55,Warning,1,Vibration in warning range (4-7 mm/s)
39.27,80.53,3.58,0.115,775.2,2.95,Warning,1,Line pressure high warning (3.2-3.6 bar)
44.46,74.73,2.88,0.309,2814.7,5.1,Warning,1,Service interval warning (2000-3000 hrs)
45.02,80.2,2.97,0.192,1226.8,1.92,Normal,0,None
64.82,96.7,3.3,0.257,2031.6,4.17,Warning,1,Multiple parameters in warning range
26.89,60.45,3.03,0.031,860.7,0.89,Normal,0,None
39.34,81.19,3.15,0.071,663.9,2.52,Normal,0,None
28.63,73.88,2.87,0.109,535.1,1.18,Normal,0,None
60.89,77.52,3.13,0.107,1759.4,1.67,Warning,1,Motor current in warning range (60-70A)
60.08,86.22,2.88,0.119,344,3.56,Normal,0,None
52.22,70.72,3.13,0.339,1586.9,2.88,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
68.1,99.15,3.67,0.077,3,6.87,Critical,2,Line pressure critically high (>3.6 bar)
52.37,80.57,3.43,0.008,1683.6,3.18,Warning,1,Line pressure high warning (3.2-3.6 bar)
46.01,78.47,3.15,0.103,1417.5,0.25,Normal,0,None
46.5,101.92,3.77,0.506,1936.4,5,Critical,2,Line pressure critically high (>3.6 bar)
37.69,80.14,2.89,0.106,661.9,3.77,Normal,0,None
34.56,62.01,2.81,0.304,2908.5,5.1,Warning,1,Service interval warning (2000-3000 hrs)
58.95,71.39,2.5,0.194,1466.7,1.03,Warning,1,Line pressure low warning (2.4-2.8 bar)
59.22,67.6,2.81,0.138,1342.7,3.62,Normal,0,None
67.52,75.8,3.11,0.13,363.6,3.05,Warning,1,Motor current in warning range (60-70A)
49.45,82.49,2.77,0.04,590.2,1.16,Warning,1,Line pressure low warning (2.4-2.8 bar)
40.47,78.24,2.83,0.001,747.3,0.96,Normal,0,None
37.81,91.22,2.83,0.169,730,2.98,Warning,1,Oil temperature in warning range (90-105°C)
36.95,71.15,2.52,0.222,2214.9,8.47,Critical,2,Vibration critical (>7 mm/s)
43.73,65.55,3.01,0.119,482.6,0.62,Normal,0,None
31.05,64.72,2.92,0.334,954.3,2.84,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
72.86,70.51,3.3,0.2,2969.8,2.05,Critical,2,Motor current critical (>70A)
30.89,65.62,2.9,0.092,330,5.88,Warning,1,Vibration in warning range (4-7 mm/s)
62.97,93.94,3.38,0.361,4595.6,6.43,Critical,2,Service critical (>3000 hrs) - Service required
28,70.61,2.89,0.096,1357.3,1.73,Normal,0,None
47.15,70.54,2.91,0,1105.1,0.82,Normal,0,None
39.2,66.93,3.07,0.153,1262.5,0.44,Normal,0,None
39.77,80.42,3.12,0.219,2706.4,3.93,Warning,1,Service interval warning (2000-3000 hrs)
50.78,81.84,3.09,0.171,907.7,3.28,Normal,0,None
52.39,68.9,3.07,0.19,157.7,0.14,Normal,0,None
47.99,76.54,3.02,0.118,1917.1,0.85,Normal,0,None
59.96,97.39,3.29,0.335,2242.1,5.67,Warning,1,Multiple parameters in warning range
71.13,94.2,3.75,0.456,857.2,3.68,Critical,2,Line pressure critically high (>3.6 bar)
55.18,73.38,2.79,0.04,427,3.51,Normal,0,None
44.16,75.27,2.72,0.021,35.8,0.11,Warning,1,Line pressure low warning (2.4-2.8 bar)
35.37,83.45,3.17,0.031,867.5,0.61,Normal,0,None
53.75,107.6,3.03,0.366,2764.7,0.61,Critical,2,Oil temperature critical (>105°C)
40.59,75.97,2.53,0,603.5,1.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
66.69,69.09,2.63,0.601,3850.2,6.66,Critical,2,Service critical (>3000 hrs) - Service required
54.74,74.82,3.74,0.394,1123.4,3.89,Critical,2,Line pressure critically high (>3.6 bar)
66.26,107.59,2.77,0.236,2532.3,2.68,Critical,2,Oil temperature critical (>105°C)
42.83,68.81,3.17,0.037,186.1,0.48,Normal,0,None
34.96,70.29,3.17,0.088,569,0.57,Normal,0,None
39.62,65.9,2.88,0.035,629.1,1.97,Normal,0,None
29.65,87.29,2.82,0.153,115.1,0.24,Normal,0,None
65.69,71.66,2.88,0.031,1324.6,0.46,Warning,1,Motor current in warning range (60-70A)
42.74,77.7,3.1,0.092,1636.2,3.18,Normal,0,None
34.63,88.75,3.15,0.053,1785.5,1.05,Normal,0,None
54.54,77.94,3.16,0.165,1474.5,3.71,Normal,0,None
33.93,65.23,2.58,0.083,836.6,2.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
64.25,105.43,2.28,0.258,1549.4,3.97,Critical,2,Line pressure critically low (<2.4 bar)
73.18,94.05,2.25,0.116,2823.4,2.51,Critical,2,Air leak/Airend wear (High current + Low pressure)
35.81,87.16,3.19,0.096,874.1,1.18,Normal,0,None
68.51,66.35,3.17,0.168,891,2.17,Warning,1,Motor current in warning range (60-70A)
47.5,74.49,3.2,0.047,853.7,1.83,Warning,1,Line pressure high warning (3.2-3.6 bar)
43.58,81.25,2.94,0.156,1315.1,4.55,Warning,1,Vibration in warning range (4-7 mm/s)
55.98,104.87,2.92,0.444,165.6,8.44,Critical,2,Vibration critical (>7 mm/s)
34.73,68.46,2.44,0.2,1842.4,2.55,Warning,1,Line pressure low warning (2.4-2.8 bar)
